headline,abstract,lead_paragraph,pub_date,web_url
Peloton Recalls Pedals on Thousands of Bikes After Reports of Injury,"About 27,000 bikes were affected by the recall, according to the U.S. Consumer Product Safety Commission.",,2020-10-16T11:39:46Z,https://www.nytimes.com/2020/10/16/business/peloton-pedal-recall.html
New York City to Require Proof of Vaccination for Indoor Dining and Gyms,Mayor Bill de Blasio said the tough restrictions were necessary to encourage New Yorkers to get vaccinated and curtail a third wave of coronavirus cases.,,2021-08-03T21:23:14Z,https://www.nytimes.com/2021/08/03/nyregion/new-york-city-vaccine-mandate.html
Why Sitting All Day May Shorten Your Life,Spending too much time in a chair can unravel your fitness goals and make you feel older. Here’s how to counteract it.,,2024-10-31T09:01:47Z,https://www.nytimes.com/2024/10/31/well/move/sitting-down-sedentary-effects-tips.html
Trump Administration Temporarily Mutes Federal Health Officials,"Scientific meetings were canceled, and research data on the bird flu outbreak was delayed, amid confusion over the directive.",,2025-01-23T03:29:16Z,https://www.nytimes.com/2025/01/22/health/trump-health-communications.html
"ThighMasters, Jazzercise, Yoga and Other Chapters in the History of Women and Exercise","In “Let’s Get Physical,” Danielle Friedman writes about ways 20th-century women have worked out, and why.",,2021-12-20T19:42:32Z,https://www.nytimes.com/2021/12/20/books/review-lets-get-physical-danielle-friedman.html
"Weekly Health Quiz: Exercise, Weight Gain and an Animal Tied to Coronavirus",Test your knowledge of this week’s health news.,,2020-02-14T10:00:03Z,https://www.nytimes.com/interactive/2020/02/14/well/live/14healthquiz-02142020.html
A Wall. A Ball. That’s All: Your New Social-Distancing Workout,Long-ignored vertical slabs all over the city are having a moment.,,2020-03-28T09:00:17Z,https://www.nytimes.com/2020/03/28/nyregion/coronavirus-nyc-exercise-outdoors.html
What Does It Mean to ‘Engage Your Core’?,The advice is common — and vague. Here’s how to do it properly.,,2024-08-07T09:00:04Z,https://www.nytimes.com/2024/08/07/well/move/activating-core-exercise-tips.html
This Nonprofit Health System Cuts Off Patients With Medical Debt,"Doctors at the Allina Health System, a wealthy nonprofit in the Midwest, aren’t allowed to see poor patients or children with too many unpaid medical bills.",,2023-06-01T15:31:37Z,https://www.nytimes.com/2023/06/01/business/allina-health-hospital-debt.html
Surgeon General Warns That Social Media May Harm Children and Adolescents,The report by Dr. Vivek Murthy cited a “profound risk of harm” to adolescent mental health and urged families to set limits and governments to set tougher standards for use.,,2023-05-23T20:11:52Z,https://www.nytimes.com/2023/05/23/health/surgeon-general-social-media-mental-health.html
"Weekly Health Quiz: Coronavirus Testing, Exercise and a Strange Brain Disorder",Test your knowledge of this week’s health news.,,2020-07-17T15:42:53Z,https://www.nytimes.com/interactive/2020/07/17/well/live/17healthquiz-07172020.html
"Weekly Health Quiz: Jane Brody, Condoms and Covid",Test your knowledge of this week’s health news.,,2022-02-23T20:53:37Z,https://www.nytimes.com/interactive/2022/02/23/well/live/23healthquiz-02232022.html
Are Body Weight Exercises Just as Effective as Lifting?,You can get the same workout and build strength without heavy equipment. But it takes work.,,2025-02-20T10:00:05Z,https://www.nytimes.com/2025/02/20/well/move/body-exercises-weight-lifting.html
Methodology for Analysis of the U.S. Health and Retirement Study,An explanation of the findings from the federally financed survey to assess long-term care needs and finances of those 65 and older.,,2023-11-14T10:02:07Z,https://www.nytimes.com/2023/11/14/health/retirement-survey-analysis.html
They Lost Their Legs. Doctors and Health Care Giants Profited.,Medical device makers have bankrolled a cottage industry of doctors and clinics that perform artery-clearing procedures that can lead to amputations.,,2023-07-15T09:00:51Z,https://www.nytimes.com/2023/07/15/health/atherectomy-peripheral-artery-disease.html
More Adolescent Boys Have Eating Disorders. Two Experts Discuss Why.,"For the longest time, researchers focused on diagnosing and treating girls, but that is changing.",,2024-02-08T10:00:23Z,https://www.nytimes.com/2024/02/08/health/adolescents-boys-eating-disorders.html
How SoulCycle Got Stuck Spinning Its Wheels,It was the gold standard of indoor-cycling classes. Then everybody went home.,,2020-05-19T20:50:53Z,https://www.nytimes.com/2020/05/19/style/soulcycle-peloton-home-exercise-bikes-coronavirus.html
She Became a Fitness Guru During the Pandemic,"Lia Bartha is a trainer to Hollywood celebrities including her husband, the actor Justin Bartha.",,2021-12-17T10:00:09Z,https://www.nytimes.com/2021/12/17/style/lia-bartha-instagram-fitness-pandemic.html
"Exercise for 3 Minutes, Every Half-Hour, to Counter the Ill Effects of Sitting","Climbing stairs, doing jumping jacks or even taking as few as 15 steps during mini-breaks improved blood sugar control among office workers.",,2021-09-08T09:00:10Z,https://www.nytimes.com/2021/09/08/well/move/work-breaks-sitting-metabolic-health.html
Do You Have Enough Access to Places Where You Can Play and Exercise?,"How difficult is it to get to parks, gyms, recreation centers, rinks, fields or courts where you live? Are these public spaces ever too crowded?",,2022-10-31T09:00:06Z,https://www.nytimes.com/2022/10/31/learning/do-you-have-enough-access-to-places-where-you-can-play-and-exercise.html
Move: Fuel Your Workout,,,2022-10-28T16:13:04Z,https://www.nytimes.com/explain/2022/10/28/well/30-day-well-challenge/move-fuel-your-workout
The Presidential Fitness Test,"What qualifies someone to be president, anyway?",,2024-02-16T10:05:08Z,https://www.nytimes.com/2024/02/16/opinion/trump-biden-presidential-fitness.html
Stretching May Have Cardiovascular Benefits,"A 12-week program of leg, ankle and foot stretching led to vascular improvements, even in areas not involved in the exercises.",,2020-07-27T18:20:44Z,https://www.nytimes.com/2020/07/27/well/move/stretching-heart-cardiovascular-health.html
Raising Kids to Love Exercise,Body positive ways to encourage the joy of movement.,,2021-06-23T09:00:11Z,https://www.nytimes.com/2021/06/23/parenting/body-positivity-kids-exercise-fitness.html
"Summer Camp: Sun, Swimming, Archery. And Therapy.","As the United States grapples with a mental-health crisis, summer camps are looking more closely at the children in their care.",,2023-08-06T07:00:55Z,https://www.nytimes.com/2023/08/06/health/summer-camp-mental-health.html
Can Wrist Weights Really Tone Your Arms?,"We asked fitness experts what wearable weights, which are popular on TikTok, can actually do for your health.",,2024-06-28T15:00:08Z,https://www.nytimes.com/2024/06/28/well/move/tiktok-bala-wrist-weights.html
Can You Pass the Flexibility Test?,Having a good range of motion is essential for athletics as well as everyday life.,,2022-12-09T18:56:32Z,https://www.nytimes.com/2022/12/09/well/move/flexibility-test-mobility-fitness.html
"Millions have left the labor force, many home with children or health concerns.",,,2021-03-15T08:59:23Z,https://www.nytimes.com/live/2021/03/15/world/covid-19-coronavirus/millions-have-left-the-labor-force-many-home-with-children-or-health-concerns
Move: 6-Minute Reward Workout,,,2022-10-28T14:52:51Z,https://www.nytimes.com/explain/2022/10/28/well/30-day-well-challenge/move-6-minute-reward-workout
Seth Meyers Questions Robert F. Kennedy Jr.’s Workout Fashion,"Reports said Kennedy exercised at a gym in jeans and hiking boots. “If you think that’s weird, wait until you hear every single other thing about him,” Meyers said.",,2024-12-18T07:07:38Z,https://www.nytimes.com/2024/12/18/arts/television/seth-meyers-robert-kennedy.html
Trump and DOGE Propel V.A. Mental Health System Into Turmoil,"A chaotic restructuring order threatens to degrade services for veterans of wars in Vietnam, Iraq and Afghanistan.",,2025-03-22T09:02:00Z,https://www.nytimes.com/2025/03/22/us/politics/veterans-affairs-mental-health-doge.html
5 Exercises to Keep an Aging Body Strong and Fit,Declines in muscle and bone strength start earlier than you might think. Build a smart workout habit now.,,2023-03-01T10:00:22Z,https://www.nytimes.com/2023/03/01/well/move/strength-exercises-aging.html
The Entire Future of American Public Health Is at Risk,Trump’s appointees don’t believe in the concept of a public in the first place.,,2025-03-19T19:00:05Z,https://www.nytimes.com/2025/03/19/opinion/public-health-trump.html
Move: Workout in Style,,,2022-10-28T16:11:57Z,https://www.nytimes.com/explain/2022/10/28/well/30-day-well-challenge/move-workout-in-style
The Republicans’ Choice: Tax Cuts for the Rich or Health Care for Americans,Proposed cuts would be catastrophic to Americans’ access to care.,,2025-02-02T11:00:11Z,https://www.nytimes.com/2025/02/02/opinion/medicaid-tax-cuts-republicans.html
Hate Working Out? Blame Evolution,Daniel Lieberman’s “Exercised” looks at evolutionary biology to explain what might be the most appropriate workout regimen for our bodies.,,2021-01-05T10:00:08Z,https://www.nytimes.com/2021/01/05/books/review/exercised-daniel-lieberman.html
Getting Older? It Might Be Time to Hire a Trainer.,Personal training isn’t just for the young — or the wealthy. Here’s how to make it work for you.,,2024-10-19T09:01:00Z,https://www.nytimes.com/2024/10/19/well/move/personal-trainer-aging.html
"An Ankle Monitor? No, That’s My Apple Watch.","In pursuit of tracking fitness goals in a comfortable manner, a growing number of people are relocating their watches (and causing some confusion along the way).",,2025-02-08T10:00:43Z,https://www.nytimes.com/2025/02/08/style/apple-watch-ankles.html
"With Harsh Anti-L.G.B.T.Q. Law, Uganda Risks a Health Crisis","The country had made great progress against H.I.V. Now terrified patients have fled clinics, and experts fear a resurgence.",,2024-01-19T10:01:13Z,https://www.nytimes.com/2024/01/19/health/uganda-lgbtq-hiv.html
"Mosquitoes Are a Growing Public Health Threat, Reversing Years of Progress",Climate change and the rapid evolution of the insect have helped drive up malaria deaths and brought dengue and other mosquito-borne viruses to places that never had to worry about them.,,2023-09-29T04:11:42Z,https://www.nytimes.com/2023/09/29/health/mosquitoes-malaria-disease-climate-change.html
New Insights Into Older Hearts,"Heart disease is more common in people over 65, but treatments are better than ever. That can complicate decision-making for older heart patients.",,2025-02-15T10:02:20Z,https://www.nytimes.com/2025/02/15/health/heart-disease-aging.html
Is Delaying Menopause the Key to Longevity?,"Scientists are studying how to keep the ovaries working longer — and potentially, prevent age-related diseases in the process.",,2024-06-24T15:41:20Z,https://www.nytimes.com/2024/06/24/well/live/menopause-ovaries-womens-health-longevity.html
Move: Try a Mantra Workout,,,2022-10-28T16:11:03Z,https://www.nytimes.com/explain/2022/10/28/well/30-day-well-challenge/move-try-a-mantra-workout
"Weekly Health Quiz: Foods, Sleep and Brain Health ",Test your knowledge of this week’s health news.,,2022-01-27T10:00:02Z,https://www.nytimes.com/interactive/2022/01/27/well/live/27healthquiz-01272022.html
Peloton Shares Slide After It Recalls Two Million Exercise Bikes,The company is offering to replace seat posts on the bikes after receiving 35 reports of the equipment breaking.,,2023-05-11T18:31:20Z,https://www.nytimes.com/2023/05/11/business/peloton-recall-exercise-bikes.html
How a Running Expert Keeps on Running,A sport and exercise scientist shares her tips for motivating herself to run.,,2022-11-23T10:00:02Z,https://www.nytimes.com/interactive/2022/11/23/well/move/exercise-scientist-running-motivation-tips.html
"Where Fitness Is the Job, Army Struggles to Be a Fair Boss With Female Troops","As the Army revises its physical test and otherwise rethinks fitness, it faces difficult questions: Do current requirements penalize women? Do they overshadow expertise and intellectual preparation?",,2021-03-11T10:00:33Z,https://www.nytimes.com/2021/03/11/us/politics/army-fitness-women.html
Sneak In Some Exercise,"Yes, we are moving less. But on Zoom, no one has to know you’re doing squats.",,2020-08-15T16:00:07Z,https://www.nytimes.com/2020/08/15/at-home/coronavirus-at-home-quick-exercises.html
Exercise,What do you think this image is communicating?,,2023-10-19T07:00:24Z,https://www.nytimes.com/2023/10/19/learning/exercise.html
Job or Health? Restarting the Economy Threatens to Worsen Economic Inequality,The coronavirus recession has exacerbated the racial and income divides in America. Lifting restrictions too soon will make them worse and leave workers with a bleak choice.,,2020-04-27T20:51:12Z,https://www.nytimes.com/2020/04/27/business/economy/coronavirus-economic-inequality.html
Refresh: Five Senses Exercise,,,2022-10-31T15:44:47Z,https://www.nytimes.com/explain/2022/10/31/well/health-habits-challenge/refresh-five-senses-exercise
Fact-Checking Kennedy’s Health Claims in His Confirmation Hearing,"Robert F. Kennedy Jr., the nominee to lead the Department of Health and Human Services, made a number of disputed claims.",,2025-01-29T18:34:22Z,https://www.nytimes.com/2025/01/29/health/rfk-jr-health-fact-check-obesity-covid.html
Why Exercise Can Be So Draining for People With Rheumatoid Arthritis,Even a gentle session of leg lifts set off an exaggerated nervous system reaction in older women with rheumatoid arthritis.,,2021-05-05T09:00:08Z,https://www.nytimes.com/2021/05/05/well/move/arthritis-exercise-women.html
I Was Tired of Training. But Then I Thought of R.B.G.,"The justice’s legendary gym habit showed you could be smart, powerful and strong all at once.",,2020-09-22T18:00:04Z,https://www.nytimes.com/2020/09/22/opinion/rbg-ginsburg-fitness.html
"Weekly Health Quiz: Alcohol, Clutter and Omicron Symptoms",Test your knowledge of this week’s health news.,,2021-12-23T10:00:02Z,https://www.nytimes.com/interactive/2021/12/23/well/live/23healthquiz-12232021.html
Thousands of N.Y. Health Care Workers Get Vaccinated Ahead of Deadline,"Though many hospital and nursing home employees remain unvaccinated, officials say worst-case staffing shortages seem less likely.",,2021-09-28T09:00:16Z,https://www.nytimes.com/2021/09/28/nyregion/vaccine-health-care-workers-mandate.html
"Intense Strength Training Does Not Ease Knee Pain, Study Finds",Millions of patients with knee osteoarthritis are told to exercise. A new study casts doubt on what sort of exercise is helpful.,,2021-02-19T22:36:19Z,https://www.nytimes.com/2021/02/19/health/knee-osteoarthritis-exercise.html
"Yoga, SoulCycle and Peloton Face Truths About How Black Lives Matter",Instructor walkouts and motivational messages in a predominantly white industry decimated by the coronavirus.,,2020-07-23T21:46:25Z,https://www.nytimes.com/2020/07/23/style/peloton-black-lives-matter-ride-soul-cycle-y7.html
"Weekly Health Quiz: Covid Variants, Moderate Exercise and Coffee",Test your knowledge of this week’s health news.,,2021-01-22T10:00:04Z,https://www.nytimes.com/interactive/2021/01/22/well/live/22healthquiz-01222021.html
"Weekly Health Quiz: Covid Vaccines, Side Effects and Exercise",Test your knowledge of this week’s health news.,,2021-03-05T10:00:03Z,https://www.nytimes.com/interactive/2021/03/05/well/live/05healthquiz-03052021.html
The Army is adjusting its new fitness test in response to criticism.,It is also considering a new evaluation system for test results that would be used for promotions.,,2021-03-22T20:17:41Z,https://www.nytimes.com/2021/03/22/us/politics/army-fitness-test.html
What Are We Told About the Health of Biden and Trump? They Decide.,"President Biden and former President Donald J. Trump are the oldest people ever to seek the presidency, challenging norms about what the public should know about candidates’ health.",,2024-04-04T09:01:06Z,https://www.nytimes.com/2024/04/04/us/politics/biden-trump-health.html
A 10-Minute Pilates Routine You Can Do at Home,"If you don’t have all the equipment, there are a few simple moves you can do to a simple workout.",,2025-01-23T16:00:09Z,https://www.nytimes.com/2025/01/23/well/move/10-minute-home-pilates-workout.html
How Many Steps Do You Really Need? That’s the Wrong Question.,"Walking is important, but challenging yourself to go faster and higher can improve your health even more.",,2024-03-14T09:02:30Z,https://www.nytimes.com/2024/03/14/well/move/walking-steps-fitness.html
What Is the Right Balance of Strength Training to Cardio?,We spoke to exercise experts to find the ideal regimen.,,2023-01-03T10:00:21Z,https://www.nytimes.com/2023/01/03/well/move/strength-training-cardio-exercise.html
Exercise May Make It Easier to Bounce Back From Stress,Regular exercise helped lab mice remain psychologically resilient even when their lives seemed filled with threats.,,2020-09-09T09:00:10Z,https://www.nytimes.com/2020/09/09/well/move/Exercise-stress-resilience.html
"Weekly Health Quiz: Exercise, French Fries and Covid",Test your knowledge of this week’s health news.,,2021-01-29T10:00:03Z,https://www.nytimes.com/interactive/2021/01/29/well/live/28healthquiz-01282021.html
‘It’s Life or Death’: The Mental Health Crisis Among U.S. Teens,"Depression, self-harm and suicide are rising among American adolescents. For one 13-year-old, the despair was almost too much to take.",,2022-04-24T02:30:20Z,https://www.nytimes.com/2022/04/23/health/mental-health-crisis-teens.html
"Weekly Health Quiz: Sparkling Water, Exercise and Covid",Test your knowledge of this week’s health news.,,2021-09-16T09:00:03Z,https://www.nytimes.com/interactive/2021/09/16/well/live/16healthquiz-09162021.html
"In the Wake of Tragedy, CrossFit Faces an Identity Crisis",CrossFit has found success as a training exercise for everyone. But the CrossFit Games may tell a different story.,,2024-08-22T07:00:19Z,https://www.nytimes.com/2024/08/22/style/crossfit-games-death-crisis.html
"Kendall Toole, a Popular Peloton Instructor, Announces Her Departure","Ms. Toole shared the news in an Instagram reel on Thursday morning, adding that she was grateful for her time at Peloton, the connected-fitness company.",,2024-06-13T15:59:09Z,https://www.nytimes.com/2024/06/13/business/peloton-kendall-toole-leaving.html
"Weekly Health Quiz: Ticks, Exercise and a Vaccine Milestone",Test your knowledge of this week’s health news.,,2021-06-17T09:00:02Z,https://www.nytimes.com/interactive/2021/06/17/well/live/17healthquiz-06172021.html
The Race Is On to Stop Ozempic Muscle Loss,"Gym chains, nutrition startups and drugmakers all want to solve a common issue among people who take weight loss drugs.",,2024-02-08T16:00:03Z,https://www.nytimes.com/2024/02/08/well/live/ozempic-muscle-loss-exercise.html
"Do We Really Need to Take 10,000 Steps a Day for Our Health?","The advice that we take 10,000 steps a day is more a marketing accident than based on science. Taking far fewer may have notable benefits.",,2021-07-06T20:19:43Z,https://www.nytimes.com/2021/07/06/well/move/10000-steps-health.html
Running From Coronavirus: A Back-to-Basics Exercise Boom,"With gyms and pools closed and sports leagues shut down, a miniboom is emerging in running, a natural for social distancing.",,2020-03-19T16:43:26Z,https://www.nytimes.com/2020/03/19/sports/running-exercise-coronavirus.html
Exercise May Boost Your Vaccine Response,Two new studies of elite athletes found that working out amplifies the immune response to a flu shot.,,2020-08-26T09:00:15Z,https://www.nytimes.com/2020/08/26/well/move/exercise-may-boost-your-vaccine-response.html
How Walking Can Build Up the Brain,"Older men and women who walked for six months showed improvements in white matter and memory, while those who danced or did stretching exercises did not.",,2021-07-14T09:00:10Z,https://www.nytimes.com/2021/07/14/well/move/exercise-walking-brain-memory.html
CrossFit Is for Sale Again Amid Years of Shake-Ups,"The search for new owners comes after a tumultuous five years for the fitness company, including an athlete death and financial concerns.",,2025-03-13T19:27:55Z,https://www.nytimes.com/2025/03/13/business/dealbook/crossfit-for-sale.html
"Weekly Health Quiz: A Great Exercise, Boosters and a New Psychiatric Diagnosis",Test your knowledge of this week’s health news.,,2022-03-24T18:44:58Z,https://www.nytimes.com/interactive/2022/03/24/well/live/24healthquiz-03242022.html
Is This the Breakout Star of Virtual Fitness?,"Isaac Calpito is “torching” Real Housewives’s rear ends for charity, and you too can join in the fun.",,2020-05-26T09:00:08Z,https://www.nytimes.com/2020/05/26/style/self-care/isaac-calpito-torchd-workout.html
"Four Years Later, CrossFit’s Disgraced Guru Attempts a Comeback","Greg Glassman, who sold the company amid sexual harassment complaints, has a new health and fitness venture. It sounds a lot like his old one.",,2024-12-15T10:00:19Z,https://www.nytimes.com/2024/12/15/style/greg-glassman-crossfit-metfix.html
How to Start Exercising After Giving Birth,"If you had an uncomplicated delivery, you can get back out there sooner than you might think.",,2020-04-17T23:14:42Z,https://www.nytimes.com/article/postpartum-exercise-guide.html
Video Game Makers Want to Get Players Off the Couch,Developers are offering a physical twist to keep traditional fans interested and draw new ones who are bored with their workouts.,,2020-02-17T17:34:45Z,https://www.nytimes.com/2020/02/17/business/video-games-exercise-fitness.html
CrossFit Gym C.E.O. Greg Glassman Steps Down in Chaos,"Greg Glassman, who started a fitness movement that’s grown for decades, spun CrossFit into a disaster in just days.",,2020-06-10T01:26:42Z,https://www.nytimes.com/2020/06/09/style/crossfit-gyms-founder-protests.html
How Weight Training May Help With Weight Control,People who regularly do muscle-strengthening exercises are about 20 to 30 percent less likely to become obese over time than people who do not.,,2021-07-07T09:00:10Z,https://www.nytimes.com/2021/07/07/well/weight-training-exercise-control.html
Returning to Exercise After Recovery From Coronavirus,Two new expert consensus statements urge caution for athletes with coronavirus who are returning to serious training.,,2020-05-20T09:00:12Z,https://www.nytimes.com/2020/05/20/well/returning-to-exercise-training-recovery-coronavirus.html
"‘Huberman Husbands,’ ‘Bro Diets’ and the ‘Masculine’ Branding of Fitness Culture",Men are increasingly enthusiastic about comparing notes on health regimens.,,2023-08-02T12:30:41Z,https://www.nytimes.com/2023/08/02/opinion/huberman-husband.html
Speeding Up Your Daily Walk Could Have Big Benefits,"In the largest study to incorporate activity tracker data, picking up the pace paid dividends for long-term health.",,2022-09-20T09:00:15Z,https://www.nytimes.com/2022/09/20/well/move/fast-walking-exercise-intensity.html
How Exercise May Bolster the Brain,"Exercise prompts the liver to pump out a little-known protein that appears to rejuvenate the brain, a new study found.",,2020-07-15T09:00:09Z,https://www.nytimes.com/2020/07/15/well/move/how-exercise-may-bolster-the-brain.html
"Weekly Health Quiz: Morning People, Hot Weather Exercise and Cognitive Super-Agers",Test your knowledge of this week’s health news.,,2021-06-24T09:00:01Z,https://www.nytimes.com/interactive/2021/06/24/well/live/24healthquiz-06242021.html
"Weekly Health Quiz: Addictive Foods, Exercise and Heart Health",Test your knowledge of this week’s health news.,,2021-02-19T10:00:02Z,https://www.nytimes.com/interactive/2021/02/19/well/live/19healthquiz-02192021.html
The Exercise That Changed My Relationship With My Body,"When I was diagnosed with a chronic illness in my early 20s, a local pool helped me find new ways to move.",,2023-07-25T09:00:40Z,https://www.nytimes.com/2023/07/25/magazine/pots-postural-orthostatic-tachycardia-syndrome.html
"People Are Panic-Buying Meat, Toilet Paper … and Pelotons?","With gyms closed and nowhere to go, more people are shelling out $2,245 for the workout bike.",,2020-05-06T06:00:46Z,https://www.nytimes.com/2020/05/06/technology/peloton-boom-workout-virus.html
"‘You’re Not Helpless’: For London Women, Learning to Fight Builds Confidence","After a year marked by isolation, loneliness and violence in the city, many self-defense and martial arts gyms say they are seeing more interest from women.",,2021-11-28T10:00:21Z,https://www.nytimes.com/2021/11/28/world/europe/uk-women-self-defense.html
What Matters More for Longevity: Genes or Lifestyle?,It depends on what your goal is.,,2025-01-08T10:00:03Z,https://www.nytimes.com/2025/01/08/well/longevity-influences-genetics-lifestyle.html
"Weekly Health Quiz: Exercise, Alcohol and Low-Carb Diets",Test your knowledge of this week’s health news.,,2021-09-30T09:02:00Z,https://www.nytimes.com/interactive/2021/09/30/well/live/30healthquiz-09302021.html
When Private Equity Came for the Toddler Gyms,The same playbook that has notched high returns acquiring things like foreclosed homes and highway rest stops is being tested by a family-oriented franchise.,,2023-01-28T10:00:16Z,https://www.nytimes.com/2023/01/28/business/economy/little-gym-private-equity.html
Five Minimalist Workout-Wear Brands to Know,"To help ease you into the new year, and perhaps a new exercise routine, a roundup of lines offering clothes both functional and fashion-forward.",,2022-01-12T17:06:40Z,https://www.nytimes.com/2022/01/12/t-magazine/workout-clothes-fashion.html
This Workout Strategy Could Help You Love Running,The run-walk method is often considered a training plan for beginners. But runners of all levels can benefit.,,2025-02-27T10:00:49Z,https://www.nytimes.com/2025/02/27/well/move/run-walk-galloway-method.html
"New York gyms are open, but virus concerns mean their future is unclear.",,,2020-10-24T19:13:53Z,https://www.nytimes.com/live/2020/10/24/world/covid-19-coronavirus-updates/new-york-gyms-are-open-but-virus-concerns-mean-their-future-is-unclear
"Weekly Health Quiz: Sounder Sleep, Covid Symptoms and Chocolate",Test your knowledge of this week’s health news.,,2020-10-16T09:00:02Z,https://www.nytimes.com/interactive/2020/10/16/well/live/16healthquiz-10162020.html
How to Build Muscle in 9 Minutes,"Originally published on Sept. 1, 2018",,2023-09-27T22:16:09Z,https://www.nytimes.com/article/how-to-build-muscle.html
5 Ways to Build Healthy Habits,Research-backed tips for forming new healthy habits.,,2022-01-07T23:57:11Z,https://www.nytimes.com/interactive/2022/01/07/well/live/healthy-habits-exercise.html
"Weekly Health Quiz: Face Shields, Coronavirus Treatments and Exercise for Aging Well",Test your knowledge of this week’s health news.,,2020-09-04T09:00:03Z,https://www.nytimes.com/interactive/2020/09/04/well/live/04healthquiz-09042020.html
Health Concerns Mount for Migrant Children at Outdoor Waiting Sites,"A federal judge is expected to rule soon on whether the government must provide shelter, food and medical care to minors while they await processing.",,2024-03-28T14:31:29Z,https://www.nytimes.com/2024/03/28/health/children-migrants-border-health.html
The Way We Worked Out,"As we listlessly hoist our home dumbbells, let’s take a deep breath and reflect on a lost epicenter of New York City fitness culture.",,2021-02-24T10:00:18Z,https://www.nytimes.com/2021/02/24/style/vertical-club.html
This Kind of Walk Is Much More Than a Workout,Incorporating awe into your daily stroll can bring mental and physical benefits. Here’s how to get started.,,2023-06-02T09:00:15Z,https://www.nytimes.com/2023/06/02/well/move/walking-workout-awe-mental-health.html
"Weekly Health Quiz: Coronavirus, Exercise and Dogs",Test your knowledge of this week’s health news.,,2020-06-19T09:00:03Z,https://www.nytimes.com/interactive/2020/06/19/well/live/19healthquiz-06192020.html
"Weekly Health Quiz: Gyms, Elevators and Coronavirus",Test your knowledge of this week’s health news.,,2020-05-15T09:00:05Z,https://www.nytimes.com/interactive/2020/05/15/well/live/15healthquiz-05152020.html
"Weekly Health Quiz: Coconut Oil, Coronavirus and Exercise Goals",Test your knowledge of this week’s health news.,,2021-01-08T10:00:06Z,https://www.nytimes.com/interactive/2021/01/08/well/live/08healthquiz-01082021.html
"Weekly Health Quiz: Calories, Exercise and Guess Who Turned 80?",Test your knowledge of this week’s health news.,,2021-05-20T16:15:14Z,https://www.nytimes.com/interactive/2021/05/20/well/live/20healthquiz-05202021.html
Your Running Form Matters Less Than You Think,Many runners believe their natural stride could be improved. Here’s what to know before trying to change yours.,,2024-12-09T16:00:03Z,https://www.nytimes.com/2024/12/09/well/move/running-form-fitness.html
How Exercise Affects Metabolism and Weight Loss,A new analysis of data from “The Biggest Loser” highlights the complex ways the body compensates when we drop pounds.,,2021-12-15T10:00:13Z,https://www.nytimes.com/2021/12/15/well/move/exercise-weight-loss-metabolism.html
Can Errands Be Enjoyable Exercise?,How can we work more exercise into our days in a way that’s both enjoyable and sustainable?,,2023-08-26T10:14:42Z,https://www.nytimes.com/2023/08/26/briefing/errands-as-exercise.html
"Covid and Diabetes, Colliding in a Public Health Train Wreck","After older people and nursing home residents, no group perhaps has been harder hit by the pandemic than people with diabetes. Experts hope policymakers will take notice, and finally get serious about tackling the nation’s diabetes crisis.",,2022-04-03T20:43:53Z,https://www.nytimes.com/2022/04/03/health/diabetes-covid-deaths.html
Dive Into an Open-Water Workout,Swimming in a lake or the ocean is an exhilarating alternative to your usual pool routine. Here’s how to get started.,,2023-08-02T09:00:36Z,https://www.nytimes.com/2023/08/02/well/move/open-water-swimming.html
Getting to the Bottom of the Runner’s High,"For years we’ve been crediting endorphins, but it’s really about the endocannabinoids.",,2021-03-10T10:00:10Z,https://www.nytimes.com/2021/03/10/well/move/running-exercise-mental-effects.html
"Weekly Health Quiz: Feeling Blah, Outdoor Mask Use and Ice After Exercise",Test your knowledge of this week’s health news.,,2021-04-22T20:28:45Z,https://www.nytimes.com/interactive/2021/04/22/well/live/22healthquiz-04222021.html
The Tissue That Connects Our Muscles May Be a Key to Better Health,"Fascia is more important than previously thought. Here’s how, and why, you should care for yours.",,2023-09-11T15:00:39Z,https://www.nytimes.com/2023/09/11/well/move/fascia-muscle-health.html
"Weekly Health Quiz: Exercise, Weight and Covid Deaths",Test your knowledge of this week’s health news.,,2020-12-11T10:00:06Z,https://www.nytimes.com/interactive/2020/12/11/well/live/11healthquiz-12112020.html
The Winter Arc Asks You to Lock In for 3 Months. Some Take It to an Extreme.,"The wellness challenge became popular this fall through social media, and has sparked a wide array of interpretations.",,2024-12-05T10:03:42Z,https://www.nytimes.com/2024/12/05/well/winter-arc-challenge.html
Peloton will sell fitness equipment and apparel on Amazon.,"The deal, which will help expand distribution of its stationary bikes, comes in the middle of a turnaround effort by the company’s new chief executive.",,2022-08-24T17:35:39Z,https://www.nytimes.com/2022/08/24/business/peloton-amazon.html
Exercising Outdoors With a Face Mask,Many of you had questions about running or cycling while wearing a face mask. Here’s what the experts have to say.,,2020-04-10T20:59:15Z,https://www.nytimes.com/2020/04/10/well/move/coronavirus-exercise-outdoors-mask-running-cycling.html
"Weekly Health Quiz: Exercise, Body Temperature and a Covid Vaccine Mystery",Test your knowledge of this week’s health news.,,2021-01-15T10:00:03Z,https://www.nytimes.com/interactive/2021/01/15/well/live/15healthquiz-01152021.html
How to Master the Push-Up,"With proper technique, you can get the most out of this simple, yet powerful exercise.",,2022-05-18T09:00:28Z,https://www.nytimes.com/2022/05/18/well/move/how-to-master-the-push-up.html
